nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.90362615273231428,0.018072585184951355,0.83714968343448937,0.055142568350193745,0.85246376811594204,0.057687557079966388,0.88103762913156258,0.030911725201826074,0.82024744785900627,0.069671163327322427,0.84891486877868039,0.0508782535703943,35,757.8811958,9.1513948639870694e-06,1.1370203035534286e-06,"tolerance"
