seed,nmi,ari,acc,recall,precision,fscore,predicted_clusters,min_cluster_size,run_valid
20260814,0.84236524382546041,0.65813806948901699,0.80606060606060603,0.7345454545454545,0.63389121338912136,0.68051656372824254,15,8,1
20260815,0.81088460117132377,0.5719676323843863,0.73333333333333328,0.68242424242424238,0.53721374045801529,0.60117458622530695,15,3,1
20260816,0.81527518834395662,0.5382983623646922,0.74545454545454548,0.75636363636363635,0.46153846153846156,0.57326596233348648,15,1,1
20260817,0.80776713685774781,0.54832006900066665,0.7151515151515152,0.70787878787878789,0.49241146711635753,0.58080556936847338,15,4,1
20260818,0.8130031857861274,0.60269554539671277,0.69696969696969702,0.67151515151515151,0.59061833688699361,0.62847419171866137,15,4,1
20260819,0.83097227605736934,0.61970301133359063,0.75151515151515147,0.7151515151515152,0.58764940239043828,0.64516129032258074,15,4,1
20260820,0.82711176615377857,0.63325015686789521,0.79393939393939394,0.71272727272727276,0.60995850622406644,0.65735047512576861,15,8,1
20260821,0.81690050172761131,0.5910962101599968,0.73939393939393938,0.69333333333333336,0.55859375,0.61871281773931863,15,3,1
20260822,0.83968469035258297,0.65868008060127392,0.81818181818181823,0.73212121212121217,0.63645943097997892,0.68094701240135291,15,8,1
20260823,0.81439207306154815,0.58358894660068439,0.75757575757575757,0.71393939393939398,0.53642987249544627,0.61258450338013526,15,3,1
20260824,0.83462711558268632,0.6416670254445257,0.76969696969696966,0.7345454545454545,0.60843373493975905,0.66556836902800665,15,6,1
20260825,0.7953414920116989,0.54766587165432312,0.72121212121212119,0.6581818181818182,0.51615969581749055,0.57858284496537027,15,5,1
20260826,0.81281661722172305,0.61409508776545219,0.75151515151515147,0.69212121212121214,0.59417273673257021,0.63941769316909292,15,6,1
20260827,0.81473448776312163,0.59053558636382808,0.73939393939393938,0.69818181818181824,0.55491329479768781,0.61835748792270528,15,3,1
20260828,0.82220432405304278,0.60337444695773412,0.76363636363636367,0.70181818181818179,0.57156959526159923,0.63003264417845484,15,3,1
20260829,0.81893074342208139,0.61322467779795409,0.75151515151515147,0.6836363636363636,0.59872611464968151,0.63837011884550088,15,8,1
20260830,0.82374745437385721,0.59928072773429231,0.74545454545454548,0.70424242424242423,0.56407766990291264,0.62641509433962261,15,3,1
20260831,0.8472194209211098,0.66174294046101323,0.81818181818181823,0.73818181818181816,0.63702928870292885,0.68388545760808539,15,8,1
20260832,0.78582349661717954,0.56433902312864859,0.69696969696969702,0.63393939393939391,0.55638297872340425,0.59263456090651567,15,8,1
20260833,0.83792711555684563,0.60673867264452142,0.80000000000000004,0.74181818181818182,0.55384615384615388,0.63419689119170986,15,4,1
