nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.82088106629753221,0.032491331474309548,0.63702186147306161,0.04748204924643968,0.76575757575757586,0.061406988447149674,0.71278787878787897,0.044649716865630282,0.61648544320189258,0.047553120278324729,0.66079262055042542,0.044168841358233207,32,6.787312,2.441081838368473e-08,8.9315358862151818e-06,"tolerance"
