nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,gamma,iterations,wall_seconds,stopping_reason
0.8301691118160669,0.026316407596933589,0.63804588527676798,0.054768709567632676,0.76212121212121209,0.05501745102121753,0.72327272727272729,0.041262938928796775,0.61128928371077806,0.059833982610749153,0.66206592285655819,0.050704076885227996,48,32,4.1887797000000004,"tolerance"
