nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.98613638519971725,0.0052756104802422522,0.93283888939464032,0.025437609491420238,0.93424999999999991,0.025210952089581178,0.97797222222222246,0.0092581821985653501,0.89509235850925284,0.038389662157360782,0.93443073590622805,0.02481085418955481,32,25.409892299999999,3.1557781520860406e-06,5.3205368278029008e-06,"tolerance"
