nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,gamma,iterations,wall_seconds,stopping_reason
0.9258110657186881,0.012191177581029826,0.86545580613992779,0.035570416344151264,0.86965440356744705,0.039304236999594282,0.90027085606058432,0.021046957625497079,0.85183289467561207,0.046608456578349805,0.87505411658939669,0.032890198516634432,24,35,750.46882889999995,"tolerance"
