nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.91389410785191827,0.015714528721781366,0.85184591621050942,0.048009880076035752,0.86280936454849488,0.051929114865036659,0.88679958090709454,0.027574213714038596,0.8403207129806114,0.060623070285226635,0.86244056894330434,0.044290232992822871,35,759.83979099999999,6.3853533846847077e-06,2.5156436409843319e-06,"tolerance"
