seed,nmi,ari,acc,recall,precision,fscore,predicted_clusters,min_cluster_size,run_valid
20260814,0.92914182061195416,0.90882650379642971,0.92954292084726864,0.91726369175947065,0.9130285922209791,0.9151412422077535,15,162,1
20260815,0.92722279946358632,0.89486610261796662,0.90390189520624298,0.92253113693342581,0.88291864552456722,0.90229033207070175,15,120,1
20260816,0.91950492504054449,0.87184126605712442,0.89007803790412487,0.88544745939317882,0.87609059387259614,0.88074417592580001,15,180,1
20260817,0.90492540686153744,0.83408841976783388,0.82764771460423636,0.87934672166301586,0.81506767996520957,0.84598796094055584,15,117,1
20260818,0.89652528875105253,0.81054005375147997,0.83389074693422516,0.88394638143786863,0.77256678243084653,0.82451214592698152,15,117,1
20260819,0.92479833350908347,0.87790854686654651,0.88651059085841699,0.88960384782552382,0.88317104708563432,0.88637577622606256,15,209,1
20260820,0.92443416775358389,0.87747357353337263,0.88628762541806017,0.88916345486835702,0.88280068929844169,0.8859706483799823,15,209,1
20260821,0.89936206974246791,0.8021846711115006,0.80802675585284278,0.8609739880316738,0.77650170945274144,0.81655901767336214,15,71,1
20260822,0.89371817266038123,0.78996388613832058,0.80468227424749161,0.84685838631961019,0.76743276130556926,0.80519164192175596,15,144,1
20260823,0.92322866877345067,0.88308920956917669,0.89743589743589747,0.90321285371757853,0.87964785099965237,0.89127461687360909,15,144,1
20260824,0.89960864255419382,0.81123878984686282,0.80802675585284278,0.85313902313358303,0.79812743865166969,0.82471688138234234,15,142,1
20260825,0.93396839228140138,0.90301916110265379,0.92463768115942024,0.93454839573193027,0.88651340713709392,0.9098973808901597,15,31,1
20260826,0.92435919349501572,0.88396827501733211,0.89810479375696772,0.90460023545192092,0.87993465031337892,0.8920969807933179,15,144,1
20260827,0.92576374353216073,0.88832153269938297,0.90144927536231889,0.91000008635156027,0.88272683867977475,0.89615600480747426,15,141,1
20260828,0.92864370805697904,0.89232329088299855,0.9079152731326644,0.91647213579070685,0.88391345144830569,0.89989839337168664,15,107,1
20260829,0.92391127499665027,0.87684493191168544,0.88584169453734674,0.88822510124720433,0.88255760078707723,0.88538228142282283,15,209,1
20260830,0.92144055914553313,0.88082863381994303,0.89609810479375696,0.90002216356712539,0.87856241728785656,0.88916282773133137,15,151,1
20260831,0.89802750717454771,0.80841700350328094,0.81917502787068008,0.85909296321135697,0.78838879584968857,0.82222369147826901,15,143,1
20260832,0.90133499927168137,0.80828363560497785,0.80869565217391304,0.85502724391725216,0.79150807026425707,0.82204245244837337,15,142,1
20260833,0.87796248336255911,0.73289083661131926,0.73823857302118168,0.83651634778954398,0.68495523703688865,0.75318692639374374,15,107,1
