nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,gamma,iterations,wall_seconds,stopping_reason
0.82868193798486056,0.027215791122736994,0.63406753739643917,0.053178869375916558,0.75848484848484854,0.053931508482261102,0.72296969696969704,0.040219733807910038,0.60574752271278864,0.05968012553860632,0.65845615049697914,0.049101225851573199,24,32,4.1745994,"tolerance"
