seed,nmi,ari,acc,recall,precision,fscore,predicted_clusters,min_cluster_size,run_valid
20260814,0.8214663113031514,0.6029097312481656,0.75757575757575757,0.7151515151515152,0.56297709923664119,0.63000533902829681,15,3,1
20260815,0.86316166752419732,0.70373688060793349,0.83636363636363631,0.76484848484848489,0.68512486427795871,0.72279495990836196,15,8,1
20260816,0.84855603861450113,0.67654675828206157,0.77575757575757576,0.73575757575757572,0.6626637554585153,0.69730040206777721,15,8,1
20260817,0.81540750511729732,0.58023530053303884,0.70303030303030301,0.71030303030303032,0.5336976320582878,0.60946437857514302,15,3,1
20260818,0.81391480430240182,0.6288940638868139,0.76363636363636367,0.70545454545454545,0.60815047021943569,0.65319865319865311,15,8,1
20260819,0.82698168334010569,0.60887718851287276,0.74545454545454548,0.71151515151515154,0.57380254154447707,0.63528138528138534,15,3,1
20260820,0.87705704589090139,0.69836274718264946,0.83636363636363631,0.80363636363636359,0.65000000000000002,0.71869918699186996,15,3,1
20260821,0.82954054470579186,0.67259572807373047,0.76969696969696966,0.72969696969696973,0.66081229418221732,0.69354838709677413,15,8,1
20260822,0.81483708363334884,0.60083121216043278,0.70909090909090911,0.69090909090909092,0.57459677419354838,0.62740781507980181,15,4,1
20260823,0.85599379659671126,0.66952633275859641,0.77575757575757576,0.78303030303030308,0.6199616122840691,0.69201928227102305,15,6,1
20260824,0.85998712268565991,0.69370656428114352,0.83030303030303032,0.75757575757575757,0.67421790722761599,0.7134703196347032,15,8,1
20260825,0.81059482596662846,0.57464589042029635,0.75151515151515147,0.70424242424242423,0.52914389799635697,0.60426417056682258,15,2,1
20260826,0.78518359721301334,0.57327302270431713,0.68484848484848482,0.64969696969696966,0.55949895615866385,0.60123387549074592,15,4,1
20260827,0.8160066281183127,0.63471806999538904,0.75757575757575757,0.69939393939393935,0.62176724137931039,0.65830005704506556,15,8,1
20260828,0.84736141982231461,0.70109728896274004,0.79393939393939394,0.76000000000000001,0.68449781659388642,0.72027570361860993,15,6,1
20260829,0.84245402385701529,0.69454102135729456,0.78787878787878785,0.74909090909090914,0.68211920529801329,0.71403812824956669,15,8,1
20260830,0.85174287752859257,0.66570052552222869,0.81818181818181823,0.74303030303030304,0.63987473903966596,0.68760515984296133,15,8,1
20260831,0.7699675615396594,0.55098649166915237,0.63636363636363635,0.64848484848484844,0.52657480314960625,0.58120586637696903,15,3,1
20260832,0.79930126346854846,0.55549215406562047,0.68484848484848482,0.68606060606060604,0.5122171945701357,0.58652849740932644,15,3,1
20260833,0.82412295846906047,0.59467377570430857,0.75151515151515147,0.71151515151515154,0.55325164938737037,0.62248144220572643,15,3,1
