nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,gamma,iterations,wall_seconds,stopping_reason
0.92459547541035947,0.018877866142649597,0.86036645386437627,0.058758942574386311,0.87329988851727991,0.05599346264609284,0.89555836358036578,0.03613551471825955,0.84766779360130573,0.071661135095818063,0.87038606232454041,0.054267721963876345,48,35,749.10181790000001,"tolerance"
