nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.98409244311593258,0.018570508403572231,0.96530443012965073,0.053779072900161908,0.96742500000000009,0.054423842250094376,0.98749396984924631,0.015513144334255369,0.95314609551941487,0.07612764013368184,0.96899802690725001,0.047999942941536762,32,136.40648039999999,6.3193969791480852e-06,4.4071576903318687e-06,"tolerance"
