nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,gamma,iterations,wall_seconds,stopping_reason
0.82876623209399125,0.02837478748094277,0.63422603969687419,0.06219273700746563,0.75878787878787868,0.06004847171328552,0.7159393939393941,0.041129996041283548,0.61053203095055963,0.068486453730339014,0.65845906720663738,0.057344427716615652,12,32,4.4277401999999997,"tolerance"
