nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.63323428037498142,0.013721917518551136,0.2192880241353572,0.017505883507423135,0.36537499999999995,0.020168288683501453,0.3763611111111112,0.024805595666064502,0.18027343713261579,0.016886945307350108,0.243112124989046,0.0164246724688362,35,26.3163868,9.6886780607018715e-06,4.3908287942189178e-06,"tolerance"
