nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.89615798265842606,0.021135771793921142,0.82907372611801811,0.05669259044333666,0.84554069119286512,0.059834766106769362,0.87569620945434445,0.034680339480990946,0.81085986047446212,0.069649067034236706,0.8414451412647741,0.052318336031885515,34,885.64997530000005,6.8717595840789858e-06,2.1899208971781525e-06,"tolerance"
