seed,nmi,ari,acc,recall,precision,fscore,predicted_clusters,min_cluster_size,run_valid
20260814,0.99482983028576766,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
20260815,0.99482983028576777,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
20260816,0.99346325033310612,0.99444171607045706,0.99750000000000005,0.99501005025125633,0.99498005085273811,0.99499505032587443,10,198,1
20260817,0.99346325033310623,0.99444171607045706,0.99750000000000005,0.99501005025125633,0.99498005085273811,0.99499505032587443,10,198,1
20260818,0.94963104202390447,0.87220440889941131,0.87450000000000006,0.95591959798994974,0.82536652247295828,0.88585884692311812,10,50,1
20260819,0.99346325033310612,0.99444171607045706,0.99750000000000005,0.99501005025125633,0.99498005085273811,0.99499505032587443,10,198,1
20260820,0.94984725008880078,0.86772453212203926,0.86250000000000004,0.9503417085427136,0.82255258442213675,0.88184166596722902,10,71,1
20260821,0.99482983028576766,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
20260822,0.9934632503331059,0.99444171607045706,0.99750000000000005,0.99501005025125633,0.99498005085273811,0.99499505032587443,10,198,1
20260823,0.99482983028576766,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
20260824,0.99482983028576766,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
20260825,0.99482983028576777,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
20260826,0.95529391390519391,0.87716349496170987,0.879,0.96524120603015073,0.82622740685300367,0.89034073263774616,10,41,1
20260827,0.95369913533628992,0.87592871967316743,0.87749999999999995,0.96307537688442213,0.82589753202932092,0.88922707880469454,10,43,1
20260828,0.99482983028576766,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
20260829,0.99482983028576777,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
20260830,0.99346325033310612,0.99444171607045706,0.99750000000000005,0.99501005025125633,0.99498005085273811,0.99499505032587443,10,198,1
20260831,0.99346325033310612,0.99444171607045706,0.99750000000000005,0.99501005025125633,0.99498005085273811,0.99499505032587443,10,198,1
20260832,0.95100087006632117,0.87269794617573593,0.87450000000000006,0.9594120603015075,0.82360426893975347,0.88633609864117691,10,48,1
20260833,0.99482983028576766,0.99554947637774738,0.998,0.99601005025125633,0.99597501595421267,0.99599253279464939,10,198,1
