nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.92791828674390242,0.06026297361552839,0.88906996540427841,0.11535662795126696,0.89145220588235252,0.11641839028712415,0.90100053929777757,0.108833455872962,0.93069395984056558,0.073944917258242024,0.91444782579122708,0.089399319096853974,34,20.944331699999999,4.5728050256944844e-08,6.267248040933419e-06,"tolerance"
