idx,dataset,lambda1,lambda2,gamma,converged,iterations,final_primal_residual,wall_seconds,finite_ok,nnz_ok,eig_K,eig_Kp1,eigengap,objective
223,"yale",0.10000000000000001,0.001,6,1,32,1.321870839613172e-06,16.235258999999999,1,1,0.22675580433564277,0.21723288588262671,0.0095229184530160604,10.977244443482707
