idx,dataset,lambda1,lambda2,gamma,converged,iterations,final_primal_residual,wall_seconds,finite_ok,nnz_ok,eig_K,eig_Kp1,eigengap,objective
431,"scene",0.5,0.10000000000000001,12,1,41,7.1003350589215934e-06,117.6785668,1,1,0.065916539811164937,0.064501747555709463,0.0014147922554554743,326.83364923037334
