idx,dataset,lambda1,lambda2,gamma,converged,iterations,final_primal_residual,wall_seconds,finite_ok,nnz_ok,eig_K,eig_Kp1,eigengap,objective
205,"yale",0.01,0.001,6,1,35,7.9142735655863411e-06,17.852668099999999,1,1,-0.0057852892863609002,-0.0058006842667255995,1.5394980364699315e-05,1.1211012144214088
