nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.22763299619305077,0.029127610032084132,0.021607745383313469,0.013258962961966528,0.18121212121212121,0.015840781426227496,0.56339393939393934,0.052276908507623121,0.072008704058380751,0.0069255135155350698,0.12728531131516813,0.0096922621112852762,33,7.0383218000000003,7.707583680386168e-06,4.0522491452509909e-06,"tolerance"
