nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,gamma,iterations,wall_seconds,stopping_reason
0.89555974439582064,0.018363718145496637,0.82852728768665429,0.054511682000770272,0.84826086956521751,0.059269286423762488,0.87311847146224841,0.033450133488707949,0.81195524435599964,0.066325010929147249,0.84090428695792219,0.05027363791950016,12,34,784.95224289999999,"tolerance"
