nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,gamma,iterations,wall_seconds,stopping_reason
0.91702502059219204,0.019331393754291198,0.84196763639078076,0.055534675728798159,0.85205128205128189,0.058137119347070158,0.88516962324814286,0.036214811585126759,0.82483254490344105,0.067386024506438394,0.85336570355191976,0.051293653548956521,96,35,746.77608989999999,"tolerance"
