nmi_mean,nmi_std,ari_mean,ari_std,acc_mean,acc_std,recall_mean,recall_std,precision_mean,precision_std,fscore_mean,fscore_std,iterations,wall_seconds,final_primal_residual,final_successive_difference,stopping_reason
0.88250924769693495,0.017373490772406242,0.80712122755591731,0.048803811334378618,0.83756967670011129,0.052042430454629071,0.84397330873273335,0.034216467162787749,0.80005493093199809,0.059969230993857647,0.82087976836128362,0.045046195067373798,33,705.33455570000001,8.0770394035896177e-06,5.2091882520033231e-06,"tolerance"
