seed,nmi,ari,acc,recall,precision,fscore,predicted_clusters,min_cluster_size,run_valid
20260814,0.88043241213613233,0.81552265179451222,0.85997770345596436,0.87158083801310815,0.79019414169381741,0.82889450210883542,15,122,1
20260815,0.87473734495887334,0.78678150039628103,0.80000000000000004,0.86063146017609959,0.75174234424498421,0.80251007505800798,15,127,1
20260816,0.86226784281086022,0.75072650272227859,0.78260869565217395,0.79637150743918694,0.74261273811153428,0.76855319007089051,15,144,1
20260817,0.89026942485082672,0.82865212792082787,0.86711259754738013,0.83739137693319554,0.84352936741966256,0.84044916554240467,15,225,1
20260818,0.90026801895015529,0.85794189702018231,0.8804905239687848,0.87435991905980426,0.86139988203400597,0.86783151753918586,15,168,1
20260819,0.86463574787652109,0.75917048632576545,0.78639910813823855,0.79913907494451908,0.75470715917693865,0.77628785628156505,15,167,1
20260820,0.87686508932939844,0.80731956444504971,0.84659977703455969,0.86709775284456436,0.7801634164659571,0.8213366014720257,15,128,1
20260821,0.9029755740301455,0.86509124167167106,0.8905239687848383,0.8879430194837904,0.86156297435166995,0.87455411026526242,15,127,1
20260822,0.89000053365463705,0.82824287847243538,0.86688963210702341,0.83705460584830338,0.84310456796279765,0.84006869447281041,15,225,1
20260823,0.86689818700945054,0.77857301924558753,0.83322185061315501,0.83661133450579561,0.75668125863184377,0.79464138640456838,15,132,1
20260824,0.86918011342768908,0.74876109406588676,0.789520624303233,0.80384235659164638,0.73323933788344831,0.76691933737615625,15,173,1
20260825,0.90339235547875996,0.86571897602976422,0.89074693422519513,0.88961104378887623,0.86114915178204487,0.87514874705602941,15,121,1
20260826,0.83809560754526014,0.68676431857890741,0.69230769230769229,0.76447755866868916,0.6626881796893811,0.70995292018484424,15,141,1
20260827,0.90038865971845794,0.85826613151847853,0.8816053511705686,0.87505360992697534,0.8613297823361501,0.8681374617255605,15,164,1
20260828,0.88305027063072883,0.7863387468729387,0.82296544035674468,0.8590656185506178,0.75218823481971164,0.80208224155399488,15,126,1
20260829,0.89021198574938731,0.82823751839680704,0.86688963210702341,0.83697545025142694,0.84317273355979971,0.84006266246124217,15,226,1
20260830,0.89722246559176255,0.846288941071764,0.87201783723522852,0.85655278814796054,0.85725973373126241,0.85690611513251436,15,218,1
20260831,0.86810854604288901,0.75948343105696248,0.77324414715719059,0.81491838338365707,0.74223270300100408,0.77687910917931657,15,167,1
20260832,0.88914833617688216,0.82600972236306169,0.86465997770345593,0.83450003885820212,0.84149397947055327,0.83798241627062198,15,226,1
20260833,0.90203643796988175,0.85853380114918276,0.88361204013377925,0.87628843723824679,0.86064693227339417,0.86839725706983406,15,158,1
